40.000000	40.000000	500
33.607509	15.775317
31.323969	31.937601
36.465894	7.902055
13.408910	30.729184
11.110988	22.158798
19.095882	25.154837
14.591379	20.536036
38.089189	36.647803
25.428469	28.691877
5.664102	24.278755
0.652023	9.715471
5.489263	32.167070
6.267164	16.037776
5.191618	4.352352
39.956981	8.730276
20.517296	33.564489
24.505593	11.841265
25.502091	20.971488
19.743319	38.911001
11.700671	30.854308
21.069799	30.796553
16.009145	35.661178
11.332590	14.098334
32.308981	36.761059
2.790211	37.973083
21.039814	3.442234
7.688554	26.529077
35.609304	13.955717
2.566853	0.800922
18.308069	2.523834
9.531198	38.825365
36.088323	34.036791
10.666630	21.590414
15.008279	30.409949
20.501415	26.708950
21.264257	1.571214
17.505504	37.273402
37.232392	28.838094
11.371736	29.541373
25.599153	14.161947
27.514456	6.638967
17.604181	35.203009
33.168044	13.213485
9.158727	35.734897
14.014407	27.466796
38.258730	23.545605
26.292162	34.347053
17.582397	36.958792
15.937467	32.590676
27.368741	36.438881
19.299626	8.632998
38.010095	36.805130
5.906401	35.242487
25.643224	17.278137
24.783859	11.242376
31.440084	12.298315
17.881343	9.044265
7.501324	11.049387
22.257750	16.660051
6.784283	36.272157
4.126848	5.043014
19.817763	30.419009
39.390067	37.400159
27.377801	15.327533
29.990835	14.746542
11.766414	9.290462
23.379540	9.776509
6.095592	29.285941
5.018996	31.738816
6.564077	29.802856
2.981192	38.004161
2.101170	20.862535
7.048426	9.602495
31.911922	29.306176
26.262546	38.696206
25.578334	30.389394
3.739219	5.396096
20.808403	3.129286
2.796256	8.186203
18.456819	32.787091
22.932745	30.223233
2.077553	6.312285
39.999743	8.173144
35.598226	5.018739
39.911960	2.162303
34.821595	2.893152
0.166464	36.922765
23.755687	7.214891
6.525260	15.667609
36.521067	32.787806
14.363815	22.099401
23.177200	18.103034
27.495497	3.985603
21.232320	30.291753
12.171806	39.689138
23.078845	35.104551
29.912372	25.156397
1.416836	29.912115
33.329542	37.015062
34.930854	33.241502
39.177365	29.752448
36.134654	39.343830
26.675213	19.890341
6.558720	33.200473
35.557950	3.079787
25.988279	9.921765
25.179188	9.165479
28.024799	12.674685
13.151082	9.257118
2.966439	25.322888
8.946257	26.045283
20.427439	38.858628
11.201681	21.844275
28.770743	4.531222
18.859337	23.701597
37.772724	18.036702
13.454045	33.907377
17.380532	0.129258
13.797718	23.939252
33.329732	9.355668
27.019039	19.318011
19.277433	12.198227
28.483490	7.302231
24.872913	1.634572
16.559350	27.839352
26.957460	25.505606
13.884635	7.384899
24.364234	25.086315
29.229174	13.134978
29.617538	8.088511
36.836574	27.390261
26.125213	10.290619
21.297639	3.505745
10.419878	35.095357
27.444997	3.749609
4.451025	14.464036
23.067621	23.728458
26.662264	11.551111
31.030690	11.535176
13.185683	7.590039
39.374528	0.143143
33.095645	13.259163
7.528042	17.459880
38.345478	36.757216
30.594857	27.963016
4.845726	27.431432
15.353278	30.970940
37.722051	36.650916
34.476685	8.141929
31.746274	21.921682
11.891538	36.197299
36.385718	34.959159
19.925757	23.047982
6.510270	10.956447
34.583158	19.695953
18.546486	33.957687
19.839096	11.642131
7.216850	27.367138
29.102011	5.562328
24.124353	19.696869
33.525344	28.970080
7.128300	8.878622
19.941019	4.850351
5.529538	14.417704
12.992280	37.275812
36.339386	24.883818
33.473111	32.725104
19.842977	13.398868
15.773086	26.353247
24.355314	10.356245
6.049199	2.901800
4.313931	25.888295
14.543932	11.530781
13.255433	3.645943
17.093109	37.379786
23.342812	10.618453
26.349865	30.471112
19.497075	6.290885
35.321464	25.026613
20.708589	8.313744
22.302425	17.047975
33.197562	15.775535
9.773079	13.040539
29.174403	25.546166
39.393785	13.529717
35.902411	5.442984
16.431518	0.216342
31.331280	30.975449
11.747123	4.586713
34.621393	28.840232
1.966498	17.964204
39.458685	28.316364
8.435317	18.955759
34.607248	3.756780
3.982372	15.315837
12.070524	26.284796
32.363812	5.268086
2.060331	2.136892
18.308624	31.234734
27.683058	17.702409
4.764451	23.585468
23.145394	21.195969
23.801810	14.476674
12.171418	35.548933
19.063386	6.792811
24.389165	21.029885
24.757015	23.847849
9.346248	33.192332
2.803608	3.953497
36.949112	6.785980
19.269334	9.019636
33.070776	11.633147
14.287722	35.131108
13.770038	32.596347
26.365842	1.453096
10.298756	31.130293
25.038564	33.444150
12.326262	8.840375
7.920824	24.497680
4.389308	26.984210
31.290491	28.778472
8.014094	16.047506
12.626321	17.360343
9.239838	15.429929
21.313840	6.188950
22.215909	0.583174
15.208587	15.286686
12.216320	29.496309
10.417794	25.986359
22.092656	36.783636
27.439455	32.391412
27.913929	12.478019
25.835562	0.240191
21.318393	33.756385
24.737871	25.707701
20.740595	16.028362
14.486173	28.754689
32.075868	27.112494
6.115032	1.315706
2.542424	27.428872
7.504656	24.758333
28.012045	22.713243
0.045019	0.228366
12.209553	10.462813
26.214724	34.302208
7.246449	13.654179
26.693620	35.160377
26.132198	12.529182
35.400568	7.450591
6.285567	20.138439
33.158292	27.026162
36.166801	7.644466
15.780852	28.242669
34.756960	21.895884
29.558375	37.299384
9.324755	37.063032
22.057717	37.336801
19.776275	22.102736
37.565167	31.985828
32.565549	23.779891
26.288036	39.811998
37.434070	12.981657
34.972375	23.566267
25.510839	30.372944
31.016859	31.796406
10.511383	24.175151
18.822568	6.678184
31.819616	34.603420
34.920854	26.576576
